2004|"00501"|"HOLTSVILLE, NY"|||34||170||773|8|||
2004|"01001"|"AGAWAM, MA"|||8650||61626||279815|500|||
2004|"01002"|"AMHERST, MA"|||6827||41882||180175|584|||
2004|"01003"|"AMHERST, MA"|||283||971||4196|15|||
2004|"01004"|"AMHERST, MA"|||178||1122||4311|43|||
2004|"01005"|"BARRE, MA"|||935||6237||25940|97|||
2004|"01007"|"BELCHERTOWN, MA"|||1626||9099||41085|232|||
2004|"01008"|"BLANDFORD, MA"|||315||593||2415|21|||
2004|"01009"|"BONDSVILLE, MA"|||170||1339||5866|20|||
2004|"01010"|"BRIMFIELD, MA"|||431||3081||12911|66|||
2004|"01011"|"CHESTER, MA"|||52||292||1266|14|||
2004|"01012"|"CHESTERFIELD, MA"|||83||445||1922|15|||
2004|"01013"|"CHICOPEE, MA"|||5426||47990||189115|356|||
2004|"01014"|"CHICOPEE, MA"|||104||406||1796|6|||
2004|"01020"|"CHICOPEE, MA"|||8066||60695||267214|529|||
2004|"01021"|"CHICOPEE, MA"|||316||1919||6932|17|||
2004|"01022"|"CHICOPEE, MA"|||2150||20854||86119|52|||
2004|"01026"|"CUMMINGTON, MA"|||168||1077||4886|18|||
2004|"01027"|"EASTHAMPTON, MA"|||4467||30374||129407|379|||
2004|"01028"|"EAST LONGMEADOW, MA"|||8263||74321||301400|476|||
2004|"01029"|"EAST OTIS, MA"|||96||564||3307|20|||
2004|"01030"|"FEEDING HILLS, MA"|||1096||5209||24551|190|||
2004|"01031"|"GILBERTVILLE, MA"|||139||434||2413|27|||
2004|"01032"|"GOSHEN, MA"|||65||455||2444|15|||
2004|"01033"|"GRANBY, MA"|||692||4762||19509|120|||
2004|"01034"|"GRANVILLE, MA"|||103||494||2511|32|||
2004|"01035"|"HADLEY, MA"|||5196||24773||110466|281|||
2004|"01036"|"HAMPDEN, MA"|||1191||6991||23884|110|||
2004|"01037"|"HARDWICK, MA"|||181||1303||6252|16|||
2004|"01038"|"HATFIELD, MA"|||1374||12992||52737|58|||
2004|"01039"|"HAYDENVILLE, MA"|||210||1585||7002|35|||
2004|"01040"|"HOLYOKE, MA"|||18648||131088||548044|953|||
2004|"01041"|"HOLYOKE, MA"|||1467||8934||39389|61|||
2004|"01050"|"HUNTINGTON, MA"|||181||776||3330|36|||
2004|"01053"|"LEEDS, MA"|||998||10343||42024|31|||
2004|"01054"|"LEVERETT, MA"|||103||490||2895|38|||
2004|"01056"|"LUDLOW, MA"|||4231||30923||152424|440|||
2004|"01057"|"MONSON, MA"|||960||6685||30455|163|||
2004|"01059"|"NORTH AMHERST, MA"|||224||1342||5770|19|||
2004|"01060"|"NORTHAMPTON, MA"|||11293||79003||339219|815|||
2004|"01061"|"NORTHAMPTON, MA"|||262||2487||11507|26|||
2004|"01062"|"FLORENCE, MA"|||1297||8216||38158|168|||
2004|"01063"|"NORTHAMPTON, MA"|"H"||0||0||0|4|||
2004|"01066"|"NORTH HATFIELD, MA"|||637||6936||30813|14|||
2004|"01068"|"OAKHAM, MA"|||91||457||2368|25|||
2004|"01069"|"PALMER, MA"|||3496||25347||113946|279|||
2004|"01070"|"PLAINFIELD, MA"|||31||198||893|8|||
2004|"01071"|"RUSSELL, MA"|||136||1109||4598|26|||
2004|"01072"|"SHUTESBURY, MA"|||49||171||933|19|||
2004|"01073"|"SOUTHAMPTON, MA"|||835||4221||20665|114|||
2004|"01074"|"SOUTH BARRE, MA"|||135||718||3646|16|||
2004|"01075"|"SOUTH HADLEY, MA"|||5300||34104||145464|298|||
2004|"01077"|"SOUTHWICK, MA"|||2233||15010||69235|237|||
2004|"01079"|"THORNDIKE, MA"|||106||1042||3609|15|||
2004|"01080"|"THREE RIVERS, MA"|||300||1535||6771|51|||
2004|"01081"|"WALES, MA"|||83||436||1993|19|||
2004|"01082"|"WARE, MA"|||2274||15030||64023|200|||
2004|"01083"|"WARREN, MA"|||322||2784||13001|48|||
2004|"01084"|"WEST CHESTERFIELD, MA"|"A"||0||0||0|1|||
2004|"01085"|"WESTFIELD, MA"|||12377||90270||397701|867|||
2004|"01086"|"WESTFIELD, MA"|||775||4448||19232|38|||
2004|"01088"|"WEST HATFIELD, MA"|||195||2084||7689|17|||
2004|"01089"|"WEST SPRINGFIELD, MA"|||17280||116884||503735|1018|||
2004|"01090"|"WEST SPRINGFIELD, MA"|||374||3753||15694|19|||
2004|"01092"|"WEST WARREN, MA"|||709||5051||21471|17|||
2004|"01093"|"WHATELY, MA"|||1369||10748||46237|37|||
2004|"01094"|"WHEELWRIGHT, MA"|||27||180||859|5|||
2004|"01095"|"WILBRAHAM, MA"|||3133||25220||101404|294|||
2004|"01096"|"WILLIAMSBURG, MA"|||321||1372||6514|48|||
2004|"01098"|"WORTHINGTON, MA"|||208||1050||5482|32|||
2004|"01101"|"SPRINGFIELD, MA"|||1765||12360||51974|54|||
2004|"01102"|"SPRINGFIELD, MA"|||2238||22631||110238|20|||
2004|"01103"|"SPRINGFIELD, MA"|||7598||64090||268325|651|||
2004|"01104"|"SPRINGFIELD, MA"|||13412||104608||469119|560|||
2004|"01105"|"SPRINGFIELD, MA"|||5677||45449||180345|328|||
2004|"01106"|"LONGMEADOW, MA"|||2654||15509||69667|244|||
2004|"01107"|"SPRINGFIELD, MA"|||2491||26440||120652|163|||
2004|"01108"|"SPRINGFIELD, MA"|||3010||15505||66255|292|||
2004|"01109"|"SPRINGFIELD, MA"|||6100||38748||164978|327|||
2004|"01111"|"SPRINGFIELD, MA"|"H"||0||0||0|7|||
2004|"01114"|"SPRINGFIELD, MA"|"C"||0||0||0|1|||
2004|"01115"|"SPRINGFIELD, MA"|||1218||43712||103357|72|||
2004|"01116"|"LONGMEADOW, MA"|||9||42||185|4|||
2004|"01118"|"SPRINGFIELD, MA"|||1602||12453||59173|150|||
2004|"01119"|"SPRINGFIELD, MA"|||3749||17934||77497|138|||
2004|"01128"|"SPRINGFIELD, MA"|||795||4056||15614|49|||
2004|"01129"|"SPRINGFIELD, MA"|||3117||13901||56474|191|||
2004|"01133"|"SPRINGFIELD, MA"|"C"||0||0||0|1|||
2004|"01138"|"SPRINGFIELD, MA"|||60||477||2398|11|||
2004|"01139"|"SPRINGFIELD, MA"|"E"||0||0||0|5|||
2004|"01144"|"SPRINGFIELD, MA"|||1200||14398||59020|49|||
2004|"01151"|"INDIAN ORCHARD, MA"|||1647||17076||73984|146|||
2004|"01199"|"SPRINGFIELD, MA"|"I"||0||0||0|7|||
2004|"01201"|"PITTSFIELD, MA"|||23706||196401||816828|1451|||
2004|"01202"|"PITTSFIELD, MA"|||558||4173||19259|51|||
2004|"01203"|"PITTSFIELD, MA"|"A"||0||0||0|2|||
2004|"01220"|"ADAMS, MA"|||1614||10892||49785|184|||
2004|"01222"|"ASHLEY FALLS, MA"|||46||217||1044|11|||
2004|"01223"|"BECKET, MA"|||243||1313||8426|51|||
2004|"01224"|"BERKSHIRE, MA"|||51||256||1110|6|||
2004|"01225"|"CHESHIRE, MA"|||363||1966||9328|59|||
