1996|"00501"|"Holtsville, NY"|"B"||0||0||0|4|||
1996|"01000"|"Springfield, MA"|||161||1494||6671|11|||
1996|"01001"|"Agawam, MA"|||6130||37746||171045|433|||
1996|"01002"|"Amherst, MA"|||6441||32964||141756|487|||
1996|"01003"|"Amherst, MA"|||77||364||1686|13|||
1996|"01004"|"Amherst, MA"|||206||968||4783|47|||
1996|"01005"|"Barre, MA"|||819||4997||22023|101|||
1996|"01007"|"Belchertown, MA"|||1076||4463||20980|183|||
1996|"01008"|"Blandford, MA"|||233||432||1625|14|||
1996|"01009"|"Bondsville, MA"|||200||1307||5800|15|||
1996|"01010"|"Brimfield, MA"|||335||1657||7419|62|||
1996|"01011"|"Chester, MA"|||72||292||1279|19|||
1996|"01012"|"Chesterfield, MA"|||72||352||1427|9|||
1996|"01013"|"Chicopee, MA"|||5751||32706||144096|360|||
1996|"01014"|"Chicopee, MA"|||57||302||1383|12|||
1996|"01020"|"Chicopee, MA"|||8490||48525||211928|528|||
1996|"01021"|"Chicopee, MA"|||306||1814||7727|31|||
1996|"01022"|"Chicopee, MA"|||1537||12820||50817|42|||
1996|"01026"|"Cummington, MA"|||56||161||856|15|||
1996|"01027"|"Easthampton, MA"|||4103||22390||97090|309|||
1996|"01028"|"East Longmeadow, MA"|||8277||55691||233960|486|||
1996|"01029"|"East Otis, MA"|||62||272||1302|15|||
1996|"01030"|"Feeding Hills, MA"|||1193||5508||24425|204|||
1996|"01031"|"Gilbertville, MA"|||71||275||1033|17|||
1996|"01032"|"Goshen, MA"|||67||228||987|16|||
1996|"01033"|"Granby, MA"|||531||2391||11252|98|||
1996|"01034"|"Granville, MA"|||86||309||1515|26|||
1996|"01035"|"Hadley, MA"|||3320||11627||50324|248|||
1996|"01036"|"Hampden, MA"|||357||1513||7769|91|||
1996|"01037"|"Hardwick, MA"|||236||908||3617|11|||
1996|"01038"|"Hatfield, MA"|||1021||5999||23292|60|||
1996|"01039"|"Haydenville, MA"|||143||771||3303|29|||
1996|"01040"|"Holyoke, MA"|||18792||112043||452401|999|||
1996|"01041"|"Holyoke, MA"|||1250||6486||28513|86|||
1996|"01050"|"Huntington, MA"|||90||323||1454|26|||
1996|"01053"|"Leeds, MA"|||388||1918||8281|29|||
1996|"01054"|"Leverett, MA"|||65||180||1095|25|||
1996|"01056"|"Ludlow, MA"|||3817||23216||110066|382|||
1996|"01057"|"Monson, MA"|||913||5180||22394|145|||
1996|"01059"|"North Amherst, MA"|||114||615||2738|14|||
1996|"01060"|"Northampton, MA"|||13365||73034||306393|936|||
1996|"01061"|"Northampton, MA"|||689||3913||17440|44|||
1996|"01062"|"Florence, MA"|||15||46||254|8|||
1996|"01063"|"Northampton, MA"|"H"||0||0||0|3|||
1996|"01066"|"North Hatfield, MA"|||1014||7695||21154|11|||
1996|"01068"|"Oakham, MA"|||72||351||1690|23|||
1996|"01069"|"Palmer, MA"|||3888||27210||113833|269|||
1996|"01070"|"Plainfield, MA"|||26||107||487|5|||
1996|"01071"|"Russell, MA"|||133||921||3935|17|||
1996|"01072"|"Shutesbury, MA"|||47||165||778|17|||
1996|"01073"|"Southampton, MA"|||700||2979||13037|101|||
1996|"01074"|"South Barre, MA"|||55||227||1238|8|||
1996|"01075"|"South Hadley, MA"|||5254||28564||115710|268|||
1996|"01077"|"Southwick, MA"|||1503||7698||32249|181|||
1996|"01079"|"Thorndike, MA"|||267||2211||8822|13|||
1996|"01080"|"Three Rivers, MA"|||270||1140||5002|43|||
1996|"01081"|"Wales, MA"|||71||144||715|12|||
1996|"01082"|"Ware, MA"|||2204||13443||58038|187|||
1996|"01083"|"Warren, MA"|||483||3563||14001|46|||
1996|"01084"|"West Chesterfield, MA"|"A"||0||0||0|3|||
1996|"01085"|"Westfield, MA"|||10834||66610||280216|786|||
1996|"01086"|"Westfield, MA"|||1321||7390||31231|73|||
1996|"01088"|"West Hatfield, MA"|||192||1321||5358|17|||
1996|"01089"|"West Springfield, MA"|||14210||80296||346691|1005|||
1996|"01090"|"West Springfield, MA"|||637||3591||16893|63|||
1996|"01092"|"West Warren, MA"|||733||5962||22069|18|||
1996|"01093"|"Whately, MA"|||211||1276||5626|25|||
1996|"01094"|"Wheelwright, MA"|"B"||0||0||0|3|||
1996|"01095"|"Wilbraham, MA"|||3429||21917||91161|260|||
1996|"01096"|"Williamsburg, MA"|||298||908||4136|50|||
1996|"01097"|"Woronoco, MA"|"C"||0||0||0|2|||
1996|"01098"|"Worthington, MA"|||122||512||2858|27|||
1996|"01100"|"Springfield, MA"|"A"||0||0||0|3|||
1996|"01101"|"Springfield, MA"|||1269||6958||26634|91|||
1996|"01102"|"Springfield, MA"|||2516||21189||81679|17|||
1996|"01103"|"Springfield, MA"|||9083||53404||229477|642|||
1996|"01104"|"Springfield, MA"|||12619||88612||372196|545|||
1996|"01105"|"Springfield, MA"|||4526||29021||124687|322|||
1996|"01106"|"Longmeadow, MA"|||2432||10891||45964|224|||
1996|"01107"|"Springfield, MA"|||7698||59072||244339|156|||
